"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"1887",62,"meat","X",29,"no","mixed","current","X",0.75,"temporal","no","current mixed meat"
"1889",62,"offender","X",31,"no","solid","closest","physical",0.41,"location","no","closest solid offender"
"1890",62,"slant","X",32,"no","different","everyday","X",0.33,"temporal","no","everyday different slant"
"1929",64,"libertarian","X",11,"no","spicy","narrow","physical",0.49,"dimension","no","narrow spicy libertarian"
"1930",64,"spaghetti","X",12,"no","slow","English","speed",0.4,"nationality","no","English slow spaghetti"
"1933",64,"thing","X",15,"no","curly","junior","physical",0.47,"age","no","junior curly thing"
"1940",64,"club","X",22,"no","daily","crocheted","temporal",0.46,"material","no","crocheted daily club"
"1948",64,"look","X",30,"no","favorite","curly","value",0.45,"physical","no","curly favorite look"
"1951",65,"list","X",3,"no","overhead","young","location",0.59,"age","no","young overhead list"
"1952",65,"dough","X",4,"no","entrepreneurial","blue","human",0.13,"color","no","blue entrepreneurial dough"
"1953",65,"car","X",5,"no","frozen","junior","physical",0.81,"age","no","junior frozen car"
"1956",65,"conversation","X",8,"no","token","crocheted","X",0.6,"material","no","crocheted token conversation"
"1962",65,"sense","X",14,"no","mini","yellow","dimension",0.51,"color","no","yellow mini sense"
"1964",65,"food","X",16,"no","Japanese","entrepreneurial","nationality",0.52,"human","no","entrepreneurial Japanese food"
"1965",65,"sense","X",17,"no","fast","entrepreneurial","speed",0.52,"human","no","entrepreneurial fast sense"
"1967",65,"bearing","X",19,"no","individual","creamy","X",0.48,"physical","no","creamy individual bearing"
"1971",65,"conversation","X",23,"no","strange","corduroy","value",0.14,"material","no","corduroy strange conversation"
"1979",65,"opinion","X",31,"no","Japanese","crocheted","nationality",1,"material","no","crocheted Japanese opinion"
"1980",65,"college","X",32,"no","individual","thin","X",1,"dimension","no","thin individual college"
"2011",67,"world","X",3,"no","corduroy","red","material",0.98,"color","no","red corduroy world"
"2012",67,"weather","X",4,"no","frozen","open","physical",0.98,"dimension","no","open frozen weather"
"2013",67,"plan","X",5,"no","creamy","black","physical",0.02,"color","no","black creamy plan"
"2014",67,"shrimp","X",6,"no","European","crocheted","nationality",0.02,"material","no","crocheted European shrimp"
"2015",67,"perspective","X",7,"no","Vietnamese","thick","nationality",0.99,"dimension","no","thick Vietnamese perspective"
"2016",67,"benefit","X",8,"no","narrow","purple","dimension",0.06,"color","no","purple narrow benefit"
"2017",67,"field","X",9,"no","frozen","closest","physical",0.98,"location","no","closest frozen field"
"2018",67,"conversation","X",10,"no","lavish","mini","value",0.02,"dimension","no","mini lavish conversation"
"2019",67,"place","X",11,"no","Japanese","young","nationality",0.96,"age","no","young Japanese place"
"2020",67,"system","X",12,"no","token","exciting","X",0.98,"value","no","exciting token system"
"2021",67,"term","X",13,"no","large","blue","dimension",0.03,"color","no","blue large term"
"2022",67,"stuff","X",14,"no","fast","professional","speed",0.03,"human","no","professional fast stuff"
"2023",67,"wood","X",15,"no","favorite","narrow","value",0.02,"dimension","no","narrow favorite wood"
"2025",67,"hand","X",17,"no","smooth","sad","physical",0.04,"human","no","sad smooth hand"
"2026",67,"shrimp","X",18,"no","lavish","closest","value",0.96,"location","no","closest lavish shrimp"
"2027",67,"story","X",19,"no","mixed","slow","X",0.97,"speed","no","slow mixed story"
"2029",67,"citizen","X",21,"no","current","strict","temporal",0.03,"human","no","strict current citizen"
"2030",67,"voice","X",22,"no","professional","open","human",0.97,"dimension","no","open professional voice"
"2031",67,"rate","X",23,"no","Vietnamese","young","nationality",0.03,"age","no","young Vietnamese rate"
"2032",67,"reason","X",24,"no","favorite","overhead","value",0.01,"location","no","overhead favorite reason"
"2033",67,"puppy","X",25,"no","exciting","overhead","value",0.03,"location","no","overhead exciting puppy"
"2034",67,"meat","X",26,"no","exciting","crocheted","value",0.02,"material","no","crocheted exciting meat"
"2035",67,"weather","X",27,"no","best","civilized","value",0.02,"human","no","civilized best weather"
"2036",67,"computer","X",28,"no","smooth","open","physical",0.98,"dimension","no","open smooth computer"
"2038",67,"satire","X",30,"no","internal","professional","location",0.95,"human","no","professional internal satire"
"2039",67,"sand","X",31,"no","plain","curly","value",0.97,"physical","no","curly plain sand"
"2041",68,"country","X",3,"no","Vietnamese","internal","nationality",0.33,"location","no","internal Vietnamese country"
"2051",68,"lab","X",13,"no","curly","strict","physical",0.15,"human","no","strict curly lab"
"2052",68,"spaghetti","X",14,"no","current","young","temporal",0.53,"age","no","young current spaghetti"
"2054",68,"hair","X",16,"no","prestigious","slow","value",0.5,"speed","no","slow prestigious hair"
"2055",68,"plate","X",17,"no","creamy","national","physical",0.47,"nationality","no","national creamy plate"
"2056",68,"money","X",18,"no","exciting","corduroy","value",0.48,"material","no","corduroy exciting money"
"2059",68,"system","X",21,"no","unique","sad","X",0.65,"human","no","sad unique system"
"2060",68,"meat","X",22,"no","historical","black","temporal",0.56,"color","no","black historical meat"
"2061",68,"change","X",23,"no","Hispanic","old","nationality",0.47,"age","no","old Hispanic change"
"2062",68,"issue","X",24,"no","spicy","strict","physical",0.43,"human","no","strict spicy issue"
"2063",68,"thing","X",25,"no","curly","large","physical",0.44,"dimension","no","large curly thing"
"2065",68,"trash","X",27,"no","token","overhead","X",0.55,"location","no","overhead token trash"
"2067",68,"change","X",29,"no","potential","yellow","X",0.48,"color","no","yellow potential change"
"2068",68,"computer","X",30,"no","entrepreneurial","young","human",0.5,"age","no","young entrepreneurial computer"
"2104",70,"truth","X",6,"no","wooden","closest","material",0.28,"location","no","closest wooden truth"
"2108",70,"term","X",10,"no","creamy","selfish","physical",0.69,"human","no","selfish creamy term"
"2110",70,"pan","X",12,"no","creamy","blonde","physical",0,"color","no","blonde creamy pan"
"2112",70,"autobiography","X",14,"no","English","gold","nationality",0.47,"material","no","gold English autobiography"
"2127",70,"driveway","X",29,"no","different","lacy","X",0.25,"physical","no","lacy different driveway"
"2132",71,"point","X",4,"no","exciting","selfish","value",0.74,"human","no","selfish exciting point"
"2136",71,"wood","X",8,"no","selfish","open","human",0.63,"dimension","no","open selfish wood"
"2140",71,"coke","X",12,"no","selfish","yellow","human",0.39,"color","no","yellow selfish coke"
"2141",71,"coverage","X",13,"no","pleasant","gold","value",0.38,"material","no","gold pleasant coverage"
"2143",71,"time","X",15,"no","everyday","narrow","temporal",0.39,"dimension","no","narrow everyday time"
"2153",71,"number","X",25,"no","lacy","senior","physical",0.36,"age","no","senior lacy number"
"2159",71,"engine","X",31,"no","Brazilian","crocheted","nationality",0.32,"material","no","crocheted Brazilian engine"
"2177",72,"room","X",19,"no","daily","narrow","temporal",0.52,"dimension","no","narrow daily room"
"2192",73,"vitamin","X",4,"no","individual","lacy","X",0.61,"physical","no","lacy individual vitamin"
"2204",73,"citizen","X",16,"no","favorite","narrow","value",0.13,"dimension","no","narrow favorite citizen"
"2206",73,"tax","X",18,"no","mini","green","dimension",0.35,"color","no","green mini tax"
"2208",73,"mall","X",20,"no","mixed","corduroy","X",0.26,"material","no","corduroy mixed mall"
"2231",74,"environment","X",13,"no","mixed","corduroy","X",0.1,"material","no","corduroy mixed environment"
"2232",74,"coverage","X",14,"no","frozen","creative","physical",0.5,"human","no","creative frozen coverage"
"2237",74,"time","X",19,"no","playful","yellow","human",0.4,"color","no","yellow playful time"
"2283",76,"joke","X",5,"no","different","sweet","X",0.46,"physical","no","sweet different joke"
"2284",76,"driveway","X",6,"no","designated","plain","X",0.51,"value","no","plain designated driveway"
"2287",76,"conscience","X",9,"no","strange","sweet","value",0.54,"physical","no","sweet strange conscience"
"2290",76,"farm","X",12,"no","last","closest","X",0.53,"location","no","closest last farm"
"2291",76,"color","X",13,"no","individual","exciting","X",0.48,"value","no","exciting individual color"
"2293",76,"nation","X",15,"no","professional","new","human",0.44,"age","no","new professional nation"
"2294",76,"sauce","X",16,"no","square","playful","shape",0.47,"human","no","playful square sauce"
"2303",76,"bearing","X",25,"no","different","junior","X",0.47,"age","no","junior different bearing"
"2318",77,"region","X",10,"no","designated","prestigious","X",0.66,"value","no","prestigious designated region"
"2319",77,"trunk","X",11,"no","unique","everyday","X",0.31,"temporal","no","everyday unique trunk"
"2329",77,"weather","X",21,"no","favorite","crocheted","value",0,"material","no","crocheted favorite weather"
"2337",77,"thing","X",29,"no","pleasant","civilized","value",0,"human","no","civilized pleasant thing"
"2341",78,"garbage","X",3,"no","everyday","thick","temporal",0.48,"dimension","no","thick everyday garbage"
"2348",78,"computer","X",10,"no","different","spicy","X",0.45,"physical","no","spicy different computer"
"2351",78,"boy","X",13,"no","exciting","current","value",0.56,"temporal","no","current exciting boy"
"2371",79,"baby","X",3,"no","square","sad","shape",0.59,"human","no","sad square baby"
"2372",79,"libertarian","X",4,"no","spicy","junior","physical",0.39,"age","no","junior spicy libertarian"
"2373",79,"lettering","X",5,"no","smooth","entrepreneurial","physical",0.39,"human","no","entrepreneurial smooth lettering"
"2374",79,"valley","X",6,"no","fast","sad","speed",0.5,"human","no","sad fast valley"
"2375",79,"garbage","X",7,"no","speedy","sweet","speed",0.46,"physical","no","sweet speedy garbage"
"2376",79,"can","X",8,"no","sweet","purple","physical",0.42,"color","no","purple sweet can"
"2377",79,"trunk","X",9,"no","crocheted","young","material",0.55,"age","no","young crocheted trunk"
"2378",79,"income","X",10,"no","square","open","shape",0.5,"dimension","no","open square income"
"2379",79,"topic","X",11,"no","lacy","blonde","physical",0.42,"color","no","blonde lacy topic"
"2380",79,"one","X",12,"no","square","international","shape",0.59,"nationality","no","international square one"
"2381",79,"mouth","X",13,"no","current","playful","temporal",0.43,"human","no","playful current mouth"
"2382",79,"research","X",14,"no","historical","strict","temporal",0.63,"human","no","strict historical research"
"2383",79,"conscience","X",15,"no","fast","new","speed",0.59,"age","no","new fast conscience"
"2384",79,"room","X",16,"no","speedy","Brazilian","speed",0.59,"nationality","no","Brazilian speedy room"
"2385",79,"typewriter","X",17,"no","Hispanic","yellow","nationality",0.66,"color","no","yellow Hispanic typewriter"
"2386",79,"garbage","X",18,"no","speedy","playful","speed",0.51,"human","no","playful speedy garbage"
"2387",79,"solution","X",19,"no","Japanese","red","nationality",0.48,"color","no","red Japanese solution"
"2388",79,"phrase","X",20,"no","mini","yellow","dimension",0.54,"color","no","yellow mini phrase"
"2389",79,"number","X",21,"no","historical","civilized","temporal",0.5,"human","no","civilized historical number"
"2390",79,"music","X",22,"no","pleasant","black","value",0.5,"color","no","black pleasant music"
"2391",79,"rate","X",23,"no","slow","thick","speed",0.49,"dimension","no","thick slow rate"
"2392",79,"bin","X",24,"no","individual","curly","X",0.53,"physical","no","curly individual bin"
"2393",79,"lettering","X",25,"no","daily","crocheted","temporal",0.42,"material","no","crocheted daily lettering"
"2394",79,"service","X",26,"no","creamy","green","physical",0.56,"color","no","green creamy service"
"2395",79,"corporation","X",27,"no","smooth","internal","physical",0.51,"location","no","internal smooth corporation"
"2396",79,"wind","X",28,"no","solid","Japanese","physical",0.5,"nationality","no","Japanese solid wind"
"2397",79,"tollway","X",29,"no","speedy","yellow","speed",0.38,"color","no","yellow speedy tollway"
"2398",79,"autobiography","X",30,"no","sweet","corduroy","physical",0.47,"material","no","corduroy sweet autobiography"
"2400",79,"grandfather","X",32,"no","speedy","national","speed",0.44,"nationality","no","national speedy grandfather"
"2414",80,"money","X",16,"no","individual","long","X",0.83,"dimension","no","long individual money"
"2418",80,"behavior","X",20,"no","wooden","black","material",0.37,"color","no","black wooden behavior"
"2422",80,"issue","X",24,"no","lacy","creative","physical",0.21,"human","no","creative lacy issue"
"2435",81,"valley","X",7,"no","Brazilian","selfish","nationality",0.5,"human","no","selfish Brazilian valley"
"2442",81,"coke","X",14,"no","exciting","entrepreneurial","value",0.47,"human","no","entrepreneurial exciting coke"
"2445",81,"issue","X",17,"no","closest","senior","location",0.49,"age","no","senior closest issue"
"2452",81,"burden","X",24,"no","solid","wooden","physical",0.45,"material","no","wooden solid burden"
